student_id,course_major,actual_grade,completion_status,student_difficulty_rating,study_hours_logged,feedback_comment,student_major,course_id
2256,Computer Science,F,Failed,4.2,6,Intensive exams and complex assignments.,Business,COURSE0209
1549,Computer Science,F,Failed,2.7,15,Good for revising basic concepts.,Business,COURSE0493
3343,Engineering,,Failed,4.1,10,Conceptually tough and fast-paced.,Business,COURSE0130
2148,Computer Science,,Dropped,2.5,15,Good for revising basic concepts.,Engineering,COURSE0153
2416,Computer Science,,Dropped,3.8,12,Good mix of theory and application.,Computer Science,COURSE0013
1663,Computer Science,,Failed,4.2,14,Demanding course with a heavy workload.,Business,COURSE0122
1172,Computer Science,,Failed,3.7,9,Good mix of theory and application.,Business,COURSE0359
3104,Business,F,Failed,2.1,8,Straightforward and beginner-friendly course.,Healthcare,COURSE0220
2469,Computer Science,F,Completed,3.5,15,Good mix of theory and application.,Business,COURSE0106
2564,Computer Science,,Dropped,4.7,8,Requires significant study time and dedication.,Healthcare,COURSE0375
2441,Healthcare,,Failed,2.8,15,Balanced workload with practical assignments.,Computer Science,COURSE0070
2378,Business,F,Completed,2.3,12,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0195
2067,Computer Science,,Failed,3.5,20,"Some complex topics, but support was available.",Computer Science,COURSE0186
2566,Computer Science,,Dropped,2.5,14,Straightforward and beginner-friendly course.,Computer Science,COURSE0099
2043,Engineering,,Failed,2.8,11,"Requires regular study, but rewarding overall.",Engineering,COURSE0082
3104,Computer Science,,Dropped,2.9,5,Balanced workload with practical assignments.,Healthcare,COURSE0075
2630,Computer Science,,Failed,2.6,13,Easy to follow with clear instructions.,Computer Science,COURSE0374
3480,Computer Science,,Dropped,4.6,14,Intensive exams and complex assignments.,Business,COURSE0340
2255,Business,B,Completed,3.2,11,Good mix of theory and application.,Computer Science,COURSE0192
3443,Engineering,B,Completed,2.3,6,Light workload and minimal assessments.,Engineering,COURSE0325
3255,Healthcare,A,Completed,2.5,13,Light workload and minimal assessments.,Healthcare,COURSE0467
2647,Business,F,Completed,2.7,16,Light workload and minimal assessments.,Healthcare,COURSE0214
2323,Healthcare,F,Dropped,3.8,11,Challenging but manageable with consistent effort.,Healthcare,COURSE0315
1716,Business,C+,Completed,3.7,9,Good mix of theory and application.,Engineering,COURSE0444
1195,Computer Science,C+,Completed,2.9,5,"Some complex topics, but support was available.",Business,COURSE0467
1222,Computer Science,,Dropped,4.5,15,Not recommended without a strong background.,Computer Science,COURSE0382
3022,Business,,Failed,3.9,7,Demanding course with a heavy workload.,Business,COURSE0367
1939,Computer Science,,Failed,3.6,17,Balanced workload with practical assignments.,Healthcare,COURSE0318
2253,Business,,Failed,2.8,6,"Requires regular study, but rewarding overall.",Engineering,COURSE0144
2172,Healthcare,,Failed,2.3,9,Easy to follow with clear instructions.,Engineering,COURSE0384
3138,Healthcare,,Dropped,3.5,9,Challenging but manageable with consistent effort.,Business,COURSE0216
1344,Business,B+,Completed,4.6,6,Requires significant study time and dedication.,Computer Science,COURSE0361
3019,Healthcare,F,Dropped,4.3,15,Requires significant study time and dedication.,Computer Science,COURSE0324
1019,Business,B+,Completed,2.1,11,Straightforward and beginner-friendly course.,Computer Science,COURSE0015
3348,Computer Science,,Dropped,3.3,20,"Some complex topics, but support was available.",Computer Science,COURSE0217
3150,Business,,Dropped,2.1,19,Straightforward and beginner-friendly course.,Engineering,COURSE0492
1059,Business,,Dropped,2.6,15,Helpful for gaining confidence in fundamentals.,Business,COURSE0439
3377,Business,,Dropped,4.6,14,Not recommended without a strong background.,Healthcare,COURSE0035
1280,Engineering,,Failed,4.4,13,Conceptually tough and fast-paced.,Engineering,COURSE0183
3071,Business,,Failed,2.0,15,Straightforward and beginner-friendly course.,Computer Science,COURSE0270
2855,Business,,Failed,3.9,7,Not recommended without a strong background.,Business,COURSE0433
3152,Business,,Failed,2.1,8,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0467
2595,Business,,Failed,4.4,18,Conceptually tough and fast-paced.,Computer Science,COURSE0358
2950,Business,,Failed,2.0,14,Straightforward and beginner-friendly course.,Business,COURSE0100
1276,Healthcare,B,Completed,4.1,8,Intensive exams and complex assignments.,Engineering,COURSE0007
1280,Engineering,,Dropped,4.6,8,Not recommended without a strong background.,Engineering,COURSE0030
1629,Computer Science,C+,Completed,3.9,8,Not recommended without a strong background.,Engineering,COURSE0467
2357,Computer Science,F,Failed,2.7,9,Light workload and minimal assessments.,Healthcare,COURSE0305
1129,Engineering,F,Failed,4.6,19,Demanding course with a heavy workload.,Computer Science,COURSE0473
2173,Engineering,,Dropped,4.8,15,Requires significant study time and dedication.,Healthcare,COURSE0144
1065,Engineering,F,Dropped,4.7,17,Not recommended without a strong background.,Healthcare,COURSE0111
1910,Engineering,F,Completed,2.1,14,Good for revising basic concepts.,Engineering,COURSE0232
1277,Engineering,B,Completed,4.6,15,Not recommended without a strong background.,Healthcare,COURSE0179
2752,Computer Science,,Dropped,2.1,5,Good for revising basic concepts.,Engineering,COURSE0072
2222,Computer Science,,Dropped,2.5,14,Easy to follow with clear instructions.,Computer Science,COURSE0210
1401,Healthcare,,Failed,3.0,6,Balanced workload with practical assignments.,Computer Science,COURSE0220
3461,Computer Science,,Failed,4.2,13,Intensive exams and complex assignments.,Business,COURSE0080
2843,Business,,Dropped,4.7,5,Conceptually tough and fast-paced.,Healthcare,COURSE0500
1274,Engineering,,Failed,3.7,5,Balanced workload with practical assignments.,Business,COURSE0083
2661,Business,B+,Completed,3.7,9,Good mix of theory and application.,Healthcare,COURSE0042
1871,Business,F,Dropped,4.3,10,Requires significant study time and dedication.,Healthcare,COURSE0273
1617,Business,,Failed,4.7,19,Not recommended without a strong background.,Business,COURSE0191
1793,Computer Science,,Dropped,3.9,11,Conceptually tough and fast-paced.,Engineering,COURSE0173
3324,Business,,Failed,2.2,17,Good for revising basic concepts.,Business,COURSE0461
1193,Business,,Failed,3.2,10,"Some complex topics, but support was available.",Business,COURSE0007
3390,Healthcare,,Dropped,2.9,6,"Some complex topics, but support was available.",Engineering,COURSE0155
1875,Engineering,,Failed,4.2,8,Requires significant study time and dedication.,Computer Science,COURSE0010
2403,Business,,Dropped,3.9,19,Conceptually tough and fast-paced.,Engineering,COURSE0034
1207,Computer Science,,Failed,2.1,16,Straightforward and beginner-friendly course.,Business,COURSE0036
1098,Healthcare,F,Completed,3.1,7,Balanced workload with practical assignments.,Engineering,COURSE0409
3084,Computer Science,,Failed,2.2,6,Easy to follow with clear instructions.,Healthcare,COURSE0006
2006,Business,A,Completed,2.3,5,Easy to follow with clear instructions.,Engineering,COURSE0408
1946,Computer Science,F,Dropped,3.2,10,Challenging but manageable with consistent effort.,Engineering,COURSE0402
2540,Computer Science,,Failed,2.3,6,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0215
2233,Computer Science,B,Completed,4.5,16,Conceptually tough and fast-paced.,Engineering,COURSE0134
1762,Business,,Failed,2.5,8,Easy to follow with clear instructions.,Healthcare,COURSE0285
1281,Business,,Dropped,2.9,16,Challenging but manageable with consistent effort.,Business,COURSE0126
3438,Computer Science,,Failed,4.9,17,Requires significant study time and dedication.,Computer Science,COURSE0409
3202,Healthcare,,Failed,4.6,19,Demanding course with a heavy workload.,Computer Science,COURSE0439
3155,Computer Science,,Failed,2.8,18,"Some complex topics, but support was available.",Business,COURSE0337
3358,Business,,Failed,3.6,18,"Requires regular study, but rewarding overall.",Business,COURSE0174
1263,Business,,Failed,3.0,18,Challenging but manageable with consistent effort.,Business,COURSE0152
2040,Computer Science,F,Failed,2.6,13,Easy to follow with clear instructions.,Healthcare,COURSE0331
3454,Computer Science,,Failed,2.6,8,Light workload and minimal assessments.,Healthcare,COURSE0026
1162,Computer Science,,Dropped,3.3,5,"Requires regular study, but rewarding overall.",Computer Science,COURSE0383
1904,Healthcare,C+,Completed,4.9,10,Not recommended without a strong background.,Engineering,COURSE0115
2352,Business,F,Failed,2.7,14,Light workload and minimal assessments.,Engineering,COURSE0382
1009,Engineering,,Failed,2.5,14,Easy to follow with clear instructions.,Healthcare,COURSE0482
1461,Business,F,Failed,3.2,19,"Requires regular study, but rewarding overall.",Engineering,COURSE0284
1354,Computer Science,,Failed,3.4,13,"Requires regular study, but rewarding overall.",Business,COURSE0387
3440,Engineering,A,Completed,3.9,19,Requires significant study time and dedication.,Engineering,COURSE0075
3192,Computer Science,A,Completed,2.8,17,Balanced workload with practical assignments.,Business,COURSE0166
1939,Business,,Dropped,4.6,9,Conceptually tough and fast-paced.,Healthcare,COURSE0189
2880,Computer Science,,Failed,4.5,12,Requires significant study time and dedication.,Healthcare,COURSE0078
1393,Business,,Failed,3.6,19,Challenging but manageable with consistent effort.,Healthcare,COURSE0435
3117,Healthcare,,Failed,2.7,14,Good for revising basic concepts.,Healthcare,COURSE0090
3356,Healthcare,A,Completed,2.3,10,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0176
2127,Computer Science,A,Completed,3.8,19,Good mix of theory and application.,Computer Science,COURSE0021
1334,Business,,Failed,4.9,18,Requires significant study time and dedication.,Engineering,COURSE0054
2226,Healthcare,,Dropped,2.7,17,Light workload and minimal assessments.,Healthcare,COURSE0184
1737,Business,F,Failed,3.5,15,Good mix of theory and application.,Healthcare,COURSE0359
2598,Healthcare,,Dropped,4.1,13,Not recommended without a strong background.,Computer Science,COURSE0222
1512,Business,A,Completed,4.2,19,Not recommended without a strong background.,Engineering,COURSE0315
2705,Engineering,C+,Completed,3.7,13,"Some complex topics, but support was available.",Engineering,COURSE0328
1689,Business,F,Failed,3.8,20,"Some complex topics, but support was available.",Engineering,COURSE0179
2532,Computer Science,,Failed,3.7,6,"Requires regular study, but rewarding overall.",Healthcare,COURSE0276
1566,Computer Science,F,Failed,2.6,8,Good for revising basic concepts.,Healthcare,COURSE0112
3484,Business,,Failed,2.7,5,Light workload and minimal assessments.,Business,COURSE0224
1879,Healthcare,,Dropped,2.1,6,Good for revising basic concepts.,Computer Science,COURSE0214
1413,Healthcare,,Failed,2.6,16,Good for revising basic concepts.,Business,COURSE0059
1386,Business,C+,Completed,3.7,13,Good mix of theory and application.,Business,COURSE0327
1286,Business,,Dropped,3.2,5,Good mix of theory and application.,Computer Science,COURSE0393
1714,Business,B+,Completed,4.1,18,Not recommended without a strong background.,Healthcare,COURSE0109
1242,Computer Science,A,Completed,2.5,6,Light workload and minimal assessments.,Computer Science,COURSE0385
1757,Business,F,Completed,4.4,12,Not recommended without a strong background.,Business,COURSE0157
1472,Computer Science,,Failed,3.2,12,"Requires regular study, but rewarding overall.",Healthcare,COURSE0191
2554,Business,F,Completed,2.4,7,Light workload and minimal assessments.,Business,COURSE0200
3101,Business,,Failed,2.8,8,Challenging but manageable with consistent effort.,Engineering,COURSE0312
2803,Healthcare,B,Completed,2.7,10,Straightforward and beginner-friendly course.,Healthcare,COURSE0196
3161,Business,,Dropped,2.4,15,Easy to follow with clear instructions.,Computer Science,COURSE0035
2565,Business,A,Completed,2.0,15,Good for revising basic concepts.,Engineering,COURSE0379
2368,Business,F,Completed,2.9,18,"Requires regular study, but rewarding overall.",Business,COURSE0387
1633,Computer Science,,Failed,3.0,5,"Some complex topics, but support was available.",Engineering,COURSE0246
1061,Computer Science,,Failed,4.6,11,Demanding course with a heavy workload.,Healthcare,COURSE0237
3088,Computer Science,B,Completed,3.9,14,Conceptually tough and fast-paced.,Computer Science,COURSE0104
3305,Computer Science,,Dropped,3.8,17,Challenging but manageable with consistent effort.,Computer Science,COURSE0007
1581,Healthcare,,Failed,4.6,19,Requires significant study time and dedication.,Computer Science,COURSE0283
2568,Healthcare,A,Completed,4.7,19,Intensive exams and complex assignments.,Engineering,COURSE0001
2170,Healthcare,B+,Completed,4.9,8,Requires significant study time and dedication.,Computer Science,COURSE0219
2054,Computer Science,F,Dropped,3.0,18,Challenging but manageable with consistent effort.,Computer Science,COURSE0464
1465,Business,,Failed,3.0,5,Good mix of theory and application.,Computer Science,COURSE0230
3358,Business,B,Completed,2.9,18,Balanced workload with practical assignments.,Business,COURSE0455
2523,Business,F,Completed,4.8,17,Intensive exams and complex assignments.,Engineering,COURSE0172
3023,Healthcare,,Failed,3.0,12,"Requires regular study, but rewarding overall.",Business,COURSE0087
2869,Business,,Dropped,3.1,19,Balanced workload with practical assignments.,Computer Science,COURSE0041
2782,Business,F,Dropped,3.6,8,"Some complex topics, but support was available.",Computer Science,COURSE0123
2950,Computer Science,,Failed,4.3,11,Intensive exams and complex assignments.,Business,COURSE0331
3375,Engineering,,Dropped,2.3,16,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0298
3056,Computer Science,,Dropped,4.4,16,Intensive exams and complex assignments.,Business,COURSE0373
2848,Healthcare,,Failed,4.0,13,Conceptually tough and fast-paced.,Computer Science,COURSE0417
2496,Healthcare,,Dropped,2.6,17,Easy to follow with clear instructions.,Computer Science,COURSE0178
3229,Computer Science,F,Dropped,2.1,7,Good for revising basic concepts.,Business,COURSE0063
2137,Healthcare,F,Completed,4.1,19,Not recommended without a strong background.,Healthcare,COURSE0484
1955,Healthcare,F,Failed,3.0,18,Balanced workload with practical assignments.,Computer Science,COURSE0165
3160,Healthcare,C+,Completed,3.2,19,Good mix of theory and application.,Business,COURSE0489
1809,Computer Science,A,Completed,2.2,8,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0187
1795,Business,,Dropped,4.1,7,Requires significant study time and dedication.,Business,COURSE0383
1675,Engineering,,Dropped,3.6,9,"Some complex topics, but support was available.",Engineering,COURSE0209
2272,Computer Science,,Failed,2.6,11,Good for revising basic concepts.,Computer Science,COURSE0227
2510,Computer Science,C+,Completed,2.0,16,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0432
2113,Computer Science,,Dropped,2.8,12,"Requires regular study, but rewarding overall.",Computer Science,COURSE0389
2715,Business,,Failed,4.3,20,Conceptually tough and fast-paced.,Healthcare,COURSE0048
1920,Business,F,Completed,4.8,14,Conceptually tough and fast-paced.,Healthcare,COURSE0224
3187,Computer Science,F,Dropped,4.0,20,Conceptually tough and fast-paced.,Healthcare,COURSE0003
2844,Engineering,C+,Completed,4.7,18,Demanding course with a heavy workload.,Engineering,COURSE0372
1677,Business,F,Dropped,4.2,16,Demanding course with a heavy workload.,Business,COURSE0175
1657,Business,,Failed,4.7,16,Not recommended without a strong background.,Business,COURSE0446
2342,Engineering,,Failed,4.4,6,Demanding course with a heavy workload.,Engineering,COURSE0099
1359,Computer Science,C+,Completed,2.3,13,Good for revising basic concepts.,Healthcare,COURSE0116
1562,Business,F,Completed,4.0,11,Intensive exams and complex assignments.,Healthcare,COURSE0270
3025,Computer Science,,Failed,4.2,13,Intensive exams and complex assignments.,Engineering,COURSE0447
3457,Computer Science,F,Completed,3.4,9,"Requires regular study, but rewarding overall.",Healthcare,COURSE0368
2340,Computer Science,A,Completed,3.9,11,Intensive exams and complex assignments.,Healthcare,COURSE0253
1998,Computer Science,F,Completed,3.6,11,"Some complex topics, but support was available.",Healthcare,COURSE0317
2282,Business,F,Failed,2.3,14,Light workload and minimal assessments.,Healthcare,COURSE0415
2238,Computer Science,,Dropped,2.5,19,Straightforward and beginner-friendly course.,Healthcare,COURSE0095
1046,Healthcare,,Failed,4.4,14,Conceptually tough and fast-paced.,Computer Science,COURSE0273
1603,Business,B+,Completed,3.9,16,Intensive exams and complex assignments.,Healthcare,COURSE0380
2108,Engineering,,Failed,3.0,17,Balanced workload with practical assignments.,Business,COURSE0024
2332,Business,,Failed,2.6,15,Easy to follow with clear instructions.,Business,COURSE0116
1152,Business,,Failed,3.8,19,"Some complex topics, but support was available.",Business,COURSE0151
2964,Healthcare,B,Completed,2.6,18,Light workload and minimal assessments.,Engineering,COURSE0338
1228,Healthcare,B,Completed,2.0,19,Easy to follow with clear instructions.,Healthcare,COURSE0050
2598,Business,,Dropped,4.6,12,Intensive exams and complex assignments.,Computer Science,COURSE0206
1381,Computer Science,,Dropped,2.2,14,Good for revising basic concepts.,Computer Science,COURSE0498
1340,Business,F,Dropped,3.0,12,"Requires regular study, but rewarding overall.",Engineering,COURSE0335
3156,Engineering,,Failed,3.6,18,Balanced workload with practical assignments.,Business,COURSE0079
1949,Business,,Dropped,3.2,16,Challenging but manageable with consistent effort.,Engineering,COURSE0070
1604,Business,,Dropped,3.0,12,"Requires regular study, but rewarding overall.",Business,COURSE0027
2378,Computer Science,,Dropped,2.2,8,Light workload and minimal assessments.,Computer Science,COURSE0271
2056,Engineering,C+,Completed,2.1,11,Straightforward and beginner-friendly course.,Engineering,COURSE0050
2685,Business,F,Dropped,5.0,20,Demanding course with a heavy workload.,Computer Science,COURSE0292
3405,Healthcare,B+,Completed,4.7,10,Demanding course with a heavy workload.,Business,COURSE0247
1222,Business,,Dropped,4.6,16,Conceptually tough and fast-paced.,Computer Science,COURSE0264
1283,Computer Science,,Dropped,4.4,6,Not recommended without a strong background.,Business,COURSE0079
2841,Engineering,F,Failed,4.8,18,Not recommended without a strong background.,Business,COURSE0387
1591,Computer Science,,Failed,4.1,16,Requires significant study time and dedication.,Business,COURSE0190
1544,Engineering,F,Completed,3.6,12,"Requires regular study, but rewarding overall.",Engineering,COURSE0047
1175,Business,B+,Completed,2.1,15,Light workload and minimal assessments.,Computer Science,COURSE0461
1039,Computer Science,C+,Completed,4.4,9,Requires significant study time and dedication.,Healthcare,COURSE0361
2170,Healthcare,B+,Completed,4.8,15,Requires significant study time and dedication.,Computer Science,COURSE0354
1524,Engineering,F,Failed,3.1,5,Challenging but manageable with consistent effort.,Healthcare,COURSE0472
2221,Engineering,B,Completed,2.5,15,Straightforward and beginner-friendly course.,Business,COURSE0488
2409,Business,B,Completed,2.0,15,Light workload and minimal assessments.,Computer Science,COURSE0352
2292,Computer Science,B+,Completed,3.0,12,Good mix of theory and application.,Business,COURSE0189
3391,Business,A,Completed,2.6,14,Straightforward and beginner-friendly course.,Business,COURSE0416
1874,Healthcare,,Failed,3.9,11,Demanding course with a heavy workload.,Healthcare,COURSE0256
2124,Business,,Dropped,2.5,19,Easy to follow with clear instructions.,Computer Science,COURSE0222
2839,Healthcare,B,Completed,2.9,5,Balanced workload with practical assignments.,Business,COURSE0372
1404,Computer Science,F,Completed,3.8,8,"Some complex topics, but support was available.",Healthcare,COURSE0241
1897,Computer Science,B+,Completed,4.6,20,Requires significant study time and dedication.,Healthcare,COURSE0269
2974,Business,F,Completed,3.7,13,"Some complex topics, but support was available.",Business,COURSE0001
1861,Business,B+,Completed,4.0,9,Not recommended without a strong background.,Business,COURSE0034
2588,Business,,Dropped,3.5,6,"Some complex topics, but support was available.",Business,COURSE0446
2733,Engineering,B,Completed,2.2,15,Light workload and minimal assessments.,Healthcare,COURSE0079
1856,Computer Science,,Dropped,4.6,16,Demanding course with a heavy workload.,Business,COURSE0236
1850,Business,,Dropped,4.3,6,Not recommended without a strong background.,Engineering,COURSE0334
1745,Engineering,,Failed,3.4,15,"Some complex topics, but support was available.",Computer Science,COURSE0377
3272,Business,,Dropped,4.9,12,Demanding course with a heavy workload.,Engineering,COURSE0349
1529,Business,F,Failed,4.7,15,Intensive exams and complex assignments.,Engineering,COURSE0098
1466,Business,F,Completed,4.5,8,Conceptually tough and fast-paced.,Computer Science,COURSE0082
1641,Computer Science,F,Failed,5.0,18,Not recommended without a strong background.,Engineering,COURSE0455
3394,Healthcare,,Failed,3.6,20,"Some complex topics, but support was available.",Engineering,COURSE0477
2454,Business,,Dropped,4.4,5,Requires significant study time and dedication.,Computer Science,COURSE0415
2310,Business,A,Completed,3.8,7,Balanced workload with practical assignments.,Business,COURSE0192
2913,Computer Science,,Dropped,2.1,11,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0253
2354,Computer Science,,Dropped,2.3,20,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0409
1453,Healthcare,,Dropped,3.9,18,Demanding course with a heavy workload.,Computer Science,COURSE0038
2608,Computer Science,F,Completed,3.3,13,Balanced workload with practical assignments.,Healthcare,COURSE0014
1822,Healthcare,C+,Completed,4.8,12,Not recommended without a strong background.,Business,COURSE0392
2327,Computer Science,F,Dropped,4.1,7,Demanding course with a heavy workload.,Engineering,COURSE0347
1075,Business,,Dropped,2.5,5,Good for revising basic concepts.,Healthcare,COURSE0310
2238,Healthcare,B+,Completed,4.8,17,Requires significant study time and dedication.,Healthcare,COURSE0386
2813,Business,F,Dropped,3.4,17,Balanced workload with practical assignments.,Business,COURSE0209
1851,Computer Science,,Dropped,3.7,16,Good mix of theory and application.,Healthcare,COURSE0357
1557,Business,,Dropped,3.3,6,"Requires regular study, but rewarding overall.",Business,COURSE0462
3433,Computer Science,F,Completed,3.4,16,Challenging but manageable with consistent effort.,Engineering,COURSE0089
1000,Computer Science,B,Completed,3.1,15,"Requires regular study, but rewarding overall.",Computer Science,COURSE0056
2946,Computer Science,,Failed,4.6,9,Intensive exams and complex assignments.,Computer Science,COURSE0094
1074,Healthcare,C+,Completed,2.9,12,Good mix of theory and application.,Computer Science,COURSE0093
1566,Healthcare,,Failed,3.0,6,"Some complex topics, but support was available.",Healthcare,COURSE0340
2614,Computer Science,,Failed,3.6,7,Balanced workload with practical assignments.,Business,COURSE0085
2846,Computer Science,,Dropped,4.8,20,Demanding course with a heavy workload.,Business,COURSE0445
1637,Computer Science,,Failed,2.8,16,"Some complex topics, but support was available.",Computer Science,COURSE0245
2710,Business,,Dropped,2.2,5,Straightforward and beginner-friendly course.,Engineering,COURSE0022
3088,Healthcare,,Dropped,4.3,8,Requires significant study time and dedication.,Computer Science,COURSE0291
3107,Business,,Failed,3.4,9,Balanced workload with practical assignments.,Engineering,COURSE0485
1868,Healthcare,F,Failed,2.8,10,"Requires regular study, but rewarding overall.",Healthcare,COURSE0272
2689,Business,F,Dropped,2.7,7,Light workload and minimal assessments.,Computer Science,COURSE0306
2779,Computer Science,F,Completed,2.1,5,Easy to follow with clear instructions.,Healthcare,COURSE0122
2393,Engineering,,Failed,3.6,8,"Some complex topics, but support was available.",Business,COURSE0128
1219,Engineering,,Dropped,2.2,17,Easy to follow with clear instructions.,Healthcare,COURSE0113
2563,Computer Science,,Dropped,3.7,13,Good mix of theory and application.,Business,COURSE0427
1206,Business,,Dropped,4.4,16,Requires significant study time and dedication.,Engineering,COURSE0273
1225,Business,F,Dropped,4.7,12,Conceptually tough and fast-paced.,Healthcare,COURSE0336
2348,Business,B+,Completed,2.7,10,Easy to follow with clear instructions.,Computer Science,COURSE0442
1558,Computer Science,F,Completed,2.5,6,Easy to follow with clear instructions.,Healthcare,COURSE0130
1962,Computer Science,F,Failed,4.7,18,Conceptually tough and fast-paced.,Healthcare,COURSE0132
1329,Business,F,Dropped,2.4,6,Good for revising basic concepts.,Engineering,COURSE0085
1284,Engineering,,Dropped,4.5,19,Requires significant study time and dedication.,Computer Science,COURSE0423
3162,Business,,Dropped,2.1,11,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0482
1038,Healthcare,,Failed,4.1,12,Requires significant study time and dedication.,Business,COURSE0350
1831,Engineering,F,Dropped,5.0,20,Not recommended without a strong background.,Healthcare,COURSE0390
3155,Business,,Failed,4.7,18,Demanding course with a heavy workload.,Business,COURSE0081
3310,Business,,Failed,3.8,13,Challenging but manageable with consistent effort.,Computer Science,COURSE0487
2544,Computer Science,F,Completed,3.3,9,"Some complex topics, but support was available.",Business,COURSE0473
2325,Healthcare,,Dropped,4.1,16,Requires significant study time and dedication.,Business,COURSE0325
3394,Computer Science,,Failed,4.5,13,Requires significant study time and dedication.,Engineering,COURSE0069
1653,Business,A,Completed,3.5,18,Good mix of theory and application.,Healthcare,COURSE0148
2850,Business,,Failed,4.3,8,Conceptually tough and fast-paced.,Business,COURSE0448
1437,Computer Science,,Dropped,4.4,11,Conceptually tough and fast-paced.,Business,COURSE0016
1376,Healthcare,C+,Completed,3.2,8,Balanced workload with practical assignments.,Healthcare,COURSE0307
3161,Computer Science,B+,Completed,4.5,19,Conceptually tough and fast-paced.,Computer Science,COURSE0105
2779,Business,B+,Completed,3.5,17,"Requires regular study, but rewarding overall.",Healthcare,COURSE0165
3271,Computer Science,A,Completed,4.8,8,Conceptually tough and fast-paced.,Engineering,COURSE0488
1594,Business,B,Completed,4.8,7,Demanding course with a heavy workload.,Computer Science,COURSE0201
1580,Computer Science,,Failed,2.6,17,Easy to follow with clear instructions.,Healthcare,COURSE0197
2634,Business,,Dropped,4.3,5,Demanding course with a heavy workload.,Engineering,COURSE0426
1670,Business,F,Dropped,4.2,8,Not recommended without a strong background.,Computer Science,COURSE0185
2668,Business,,Dropped,2.2,15,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0322
2376,Business,B,Completed,3.9,15,Conceptually tough and fast-paced.,Business,COURSE0265
1126,Computer Science,,Dropped,4.8,17,Demanding course with a heavy workload.,Business,COURSE0363
2833,Computer Science,,Dropped,2.8,15,Balanced workload with practical assignments.,Business,COURSE0100
1222,Engineering,,Failed,4.8,9,Requires significant study time and dedication.,Computer Science,COURSE0342
3266,Engineering,C+,Completed,3.6,14,"Requires regular study, but rewarding overall.",Healthcare,COURSE0320
2567,Business,,Dropped,4.1,6,Conceptually tough and fast-paced.,Healthcare,COURSE0214
2429,Computer Science,,Dropped,2.0,12,Easy to follow with clear instructions.,Healthcare,COURSE0278
3247,Computer Science,C+,Completed,4.1,8,Conceptually tough and fast-paced.,Business,COURSE0162
2827,Engineering,,Dropped,4.7,17,Not recommended without a strong background.,Engineering,COURSE0439
1374,Engineering,A,Completed,3.7,20,Challenging but manageable with consistent effort.,Business,COURSE0157
2442,Computer Science,F,Failed,3.2,6,"Some complex topics, but support was available.",Business,COURSE0422
2613,Computer Science,F,Failed,4.5,9,Conceptually tough and fast-paced.,Healthcare,COURSE0251
3143,Computer Science,,Dropped,4.0,11,Intensive exams and complex assignments.,Engineering,COURSE0366
2385,Business,F,Dropped,3.8,15,"Requires regular study, but rewarding overall.",Engineering,COURSE0097
1328,Computer Science,,Dropped,3.6,18,Challenging but manageable with consistent effort.,Engineering,COURSE0018
1785,Computer Science,,Dropped,3.9,17,Not recommended without a strong background.,Engineering,COURSE0327
3457,Business,,Dropped,2.3,15,Easy to follow with clear instructions.,Healthcare,COURSE0449
2724,Business,F,Completed,4.7,17,Not recommended without a strong background.,Healthcare,COURSE0383
2683,Healthcare,A,Completed,2.8,13,"Requires regular study, but rewarding overall.",Computer Science,COURSE0097
3168,Computer Science,F,Failed,3.4,7,Balanced workload with practical assignments.,Engineering,COURSE0001
2039,Computer Science,,Dropped,4.9,19,Intensive exams and complex assignments.,Business,COURSE0216
1146,Healthcare,B,Completed,3.4,15,Challenging but manageable with consistent effort.,Healthcare,COURSE0132
3174,Business,,Failed,2.6,20,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0260
1155,Engineering,,Failed,4.5,8,Intensive exams and complex assignments.,Computer Science,COURSE0125
3001,Computer Science,,Dropped,4.4,7,Demanding course with a heavy workload.,Computer Science,COURSE0082
2775,Business,B,Completed,2.2,17,Good for revising basic concepts.,Healthcare,COURSE0283
1768,Computer Science,,Dropped,3.0,8,"Requires regular study, but rewarding overall.",Business,COURSE0171
1676,Computer Science,,Dropped,4.1,19,Not recommended without a strong background.,Computer Science,COURSE0059
1374,Business,,Dropped,3.2,12,"Some complex topics, but support was available.",Business,COURSE0032
3062,Computer Science,A,Completed,4.6,15,Intensive exams and complex assignments.,Engineering,COURSE0161
1035,Computer Science,B+,Completed,4.4,10,Conceptually tough and fast-paced.,Engineering,COURSE0284
2686,Business,,Failed,2.5,5,Good for revising basic concepts.,Computer Science,COURSE0106
2014,Engineering,,Failed,3.2,19,Balanced workload with practical assignments.,Healthcare,COURSE0105
2104,Computer Science,,Dropped,3.1,19,Good mix of theory and application.,Healthcare,COURSE0439
