student_id,gpa,attendance,course_load_per_term,study_hours_per_week,course_difficulty_experience,highest_degree,career_goal,delivery_mode,fail_rate,major_x,enrollment_status,student_difficulty_rating,prerequisite_level,completion_status,weekly_study_hours_required,average_grade,study_hours_logged
4635,2.92,64,6,23,Moderate,Master,UI/UX Design,Hybrid,0.08,CS,Part-time,8,Advanced,Dropped,14,77.69,8
4636,3.37,71,5,19,Easy,Bachelor,UI/UX Design,Online,0.06,Design,Full-time,2,None,Dropped,18,78.19,22
4637,2.67,76,5,8,Hard,Diploma,Software Engineering,Online,0.06,CS,Full-time,2,Advanced,Dropped,5,82.92,5
4638,3.99,99,6,6,Hard,Diploma,AI & Robotics,Online,0.27,Business,Full-time,3,None,Completed,15,54.36,17
4639,3.32,97,3,8,Moderate,Diploma,Healthcare Informatics,In-person,0.18,Finance,Part-time,3,Advanced,Dropped,6,69.16,10
4640,2.39,86,3,11,Easy,Bachelor,UI/UX Design,In-person,0.36,Design,Full-time,2,None,Ongoing,19,68.86,10
4641,2.2,83,5,22,Moderate,Bachelor,Cybersecurity,Online,0.42,Finance,Full-time,7,Advanced,Completed,8,66.15,23
4642,3.89,96,5,11,Hard,Bachelor,Finance,Online,0.03,Finance,Part-time,9,Advanced,Dropped,12,73.55,10
4643,3.89,71,3,23,Moderate,Diploma,UI/UX Design,Hybrid,0.49,Design,Part-time,7,None,Dropped,10,54.29,7
4644,3.24,78,6,20,Moderate,Diploma,Finance,In-person,0.27,CS,Part-time,4,Advanced,Ongoing,13,61.31,16
4645,2.03,75,6,18,Easy,Bachelor,AI & Robotics,Online,0.35,Finance,Full-time,2,Intermediate,Dropped,8,93.58,10
4646,2.45,97,4,18,Hard,Diploma,Cybersecurity,In-person,0.45,Finance,Part-time,7,Basic,Ongoing,12,51.19,7
4647,3.6,82,6,21,Easy,Master,UI/UX Design,Hybrid,0.14,Design,Full-time,5,Intermediate,Ongoing,17,59.68,9
4648,3.75,93,3,12,Moderate,Master,Software Engineering,Online,0.23,Finance,Part-time,7,None,Ongoing,18,65.47,23
4649,2.91,93,5,8,Hard,Diploma,Software Engineering,Hybrid,0.46,Design,Part-time,2,Basic,Ongoing,5,63.15,20
4650,2.73,70,6,16,Easy,Diploma,AI & Robotics,In-person,0.16,Design,Full-time,4,Basic,Dropped,17,92.04,12
4651,2.55,73,6,16,Moderate,Diploma,Software Engineering,In-person,0.48,Design,Part-time,7,Advanced,Completed,9,75.74,10
4652,2.23,84,4,19,Easy,Diploma,Finance,In-person,0.32,CS,Full-time,9,Advanced,Completed,6,70.33,11
4653,2.23,63,4,17,Hard,Diploma,Software Engineering,In-person,0.33,Finance,Full-time,1,Intermediate,Ongoing,11,66.41,8
4654,3.91,96,3,24,Easy,Bachelor,Cybersecurity,In-person,0.05,CS,Full-time,5,Advanced,Completed,12,72.13,13
4655,3.62,77,5,16,Hard,Diploma,Finance,Hybrid,0.19,Finance,Full-time,4,None,Completed,8,54.3,9
4656,2.33,70,6,5,Moderate,Bachelor,Finance,Hybrid,0.12,Business,Full-time,4,Basic,Ongoing,15,71.05,17
4657,2.41,91,4,20,Easy,Diploma,Cybersecurity,Hybrid,0.24,Business,Part-time,5,Advanced,Dropped,19,86.83,15
4658,3.31,69,6,9,Moderate,Bachelor,Cybersecurity,Online,0.38,Business,Part-time,4,Basic,Dropped,16,71.38,7
4659,3.53,76,6,15,Moderate,Diploma,Cybersecurity,Online,0.37,Business,Full-time,7,Basic,Dropped,15,57.11,12
4660,3.62,73,3,24,Easy,Diploma,Healthcare Informatics,Online,0.35,Business,Full-time,8,None,Completed,11,62.72,5
4661,2.33,76,5,15,Moderate,Diploma,Cybersecurity,Hybrid,0.13,Business,Full-time,9,Advanced,Completed,11,50.97,11
4662,3.97,65,5,7,Moderate,Master,Cybersecurity,In-person,0.35,Finance,Part-time,6,Basic,Completed,12,82.91,18
4663,2.46,63,4,5,Easy,Diploma,Healthcare Informatics,In-person,0.24,Design,Full-time,1,Basic,Ongoing,8,67.9,17
4664,3.18,60,5,21,Easy,Bachelor,Healthcare Informatics,In-person,0.24,Finance,Full-time,3,Intermediate,Dropped,19,57.45,10
4665,3.18,95,3,13,Hard,Diploma,Cybersecurity,Hybrid,0.31,Finance,Part-time,6,None,Dropped,11,92.02,11
4666,3.93,88,5,20,Hard,Master,UI/UX Design,Hybrid,0.07,Business,Full-time,1,Basic,Completed,15,86.64,19
4667,3.32,96,3,7,Hard,Master,UI/UX Design,Hybrid,0.47,Design,Part-time,4,Advanced,Ongoing,6,56.49,20
4668,3.17,90,6,22,Moderate,Master,Finance,In-person,0.31,Design,Full-time,7,Intermediate,Ongoing,17,66.74,10
4669,3.04,68,4,12,Easy,Diploma,AI & Robotics,Hybrid,0.18,CS,Part-time,2,Advanced,Completed,16,67.77,24
4670,3.53,85,3,23,Hard,Master,Software Engineering,In-person,0.29,CS,Full-time,1,Basic,Dropped,6,91.36,12
4671,2.21,75,4,16,Moderate,Bachelor,Finance,In-person,0.34,Business,Full-time,9,Intermediate,Ongoing,17,87.44,9
4672,2.0,99,5,17,Hard,Master,UI/UX Design,Hybrid,0.43,Finance,Part-time,2,Basic,Dropped,13,71.82,23
4673,3.9,90,3,16,Hard,Master,Cybersecurity,In-person,0.26,Business,Part-time,6,Basic,Dropped,9,63.22,11
4674,3.0,86,3,20,Easy,Bachelor,Cybersecurity,In-person,0.34,Finance,Part-time,1,Intermediate,Ongoing,5,78.73,17
4675,2.66,81,4,13,Easy,Bachelor,AI & Robotics,Hybrid,0.15,Finance,Part-time,3,Intermediate,Ongoing,15,68.84,23
4676,2.74,69,6,9,Moderate,Diploma,Healthcare Informatics,Online,0.19,CS,Part-time,1,Basic,Ongoing,5,52.17,21
4677,3.61,82,4,23,Hard,Diploma,AI & Robotics,In-person,0.04,Finance,Full-time,8,Advanced,Dropped,8,55.6,24
4678,2.76,64,4,10,Hard,Master,Software Engineering,Hybrid,0.33,CS,Full-time,4,None,Dropped,6,87.43,13
4679,3.54,96,6,9,Hard,Diploma,Cybersecurity,In-person,0.33,CS,Part-time,3,None,Completed,18,92.93,6
4680,2.88,69,5,8,Easy,Master,UI/UX Design,Hybrid,0.03,CS,Part-time,7,Basic,Ongoing,9,85.17,11
4681,3.69,72,3,13,Easy,Bachelor,Software Engineering,Hybrid,0.2,Business,Part-time,2,Intermediate,Ongoing,8,57.09,19
4682,2.15,92,6,22,Hard,Master,UI/UX Design,In-person,0.05,Design,Part-time,4,Intermediate,Completed,11,86.58,5
4683,2.96,96,4,5,Moderate,Bachelor,Software Engineering,Online,0.28,Design,Part-time,6,Intermediate,Completed,15,58.01,11
4684,2.93,65,6,18,Moderate,Bachelor,Healthcare Informatics,Online,0.18,Business,Full-time,9,Intermediate,Dropped,19,57.62,15
4685,2.53,94,5,15,Moderate,Diploma,Healthcare Informatics,In-person,0.39,Design,Part-time,8,Basic,Completed,19,69.97,22
4686,3.89,93,6,11,Moderate,Diploma,Cybersecurity,Online,0.21,Business,Part-time,9,Advanced,Dropped,18,55.3,22
4687,3.81,79,5,21,Hard,Diploma,UI/UX Design,Hybrid,0.5,Business,Part-time,6,Advanced,Dropped,15,93.28,17
4688,2.89,61,5,12,Easy,Master,Healthcare Informatics,In-person,0.35,Finance,Full-time,7,Advanced,Completed,11,70.48,17
4689,2.19,83,3,22,Moderate,Master,Finance,Online,0.13,Finance,Full-time,8,None,Ongoing,13,54.06,12
4690,2.41,77,5,20,Hard,Bachelor,Healthcare Informatics,In-person,0.06,Design,Part-time,6,Advanced,Dropped,18,66.43,21
4691,2.54,69,5,23,Hard,Master,Healthcare Informatics,Hybrid,0.36,CS,Part-time,6,None,Dropped,18,58.74,8
4692,2.97,91,3,15,Hard,Bachelor,Software Engineering,Hybrid,0.16,Business,Part-time,3,None,Ongoing,16,64.78,7
4693,2.68,71,6,24,Easy,Master,Healthcare Informatics,Online,0.04,Finance,Full-time,4,None,Completed,11,88.99,23
4694,3.55,61,3,5,Moderate,Bachelor,Finance,Online,0.29,Finance,Full-time,8,Basic,Ongoing,16,51.24,10
4695,2.95,64,4,24,Easy,Bachelor,Software Engineering,In-person,0.05,CS,Part-time,4,Advanced,Ongoing,13,78.71,11
4696,3.74,91,4,15,Hard,Diploma,Software Engineering,In-person,0.12,CS,Part-time,6,None,Dropped,8,64.21,21
4697,3.99,86,3,22,Easy,Master,UI/UX Design,Online,0.23,CS,Full-time,5,Advanced,Dropped,7,65.92,21
4698,2.44,73,3,17,Easy,Diploma,UI/UX Design,Online,0.39,CS,Part-time,7,Basic,Completed,16,87.22,16
4699,3.22,70,6,16,Easy,Master,Healthcare Informatics,In-person,0.21,Business,Full-time,4,Basic,Completed,18,90.16,9
4700,3.7,87,5,9,Easy,Bachelor,AI & Robotics,Online,0.15,CS,Full-time,3,Advanced,Dropped,10,83.72,23
4701,3.89,91,4,13,Easy,Bachelor,Software Engineering,Online,0.09,Design,Part-time,2,Intermediate,Completed,6,82.09,5
4702,2.58,78,6,16,Easy,Master,Finance,Online,0.19,CS,Part-time,1,Basic,Ongoing,6,79.83,5
4703,3.45,72,6,24,Hard,Diploma,AI & Robotics,In-person,0.02,Finance,Part-time,2,Intermediate,Completed,9,62.18,13
4704,2.03,76,5,24,Easy,Diploma,Software Engineering,Hybrid,0.18,CS,Part-time,2,None,Ongoing,15,93.49,11
4705,3.76,88,5,9,Easy,Bachelor,Finance,Hybrid,0.13,CS,Full-time,2,Intermediate,Ongoing,5,75.77,19
4706,2.13,78,6,9,Easy,Diploma,Healthcare Informatics,In-person,0.06,Finance,Full-time,6,None,Ongoing,8,70.54,24
4707,3.47,84,4,19,Easy,Bachelor,AI & Robotics,Hybrid,0.08,CS,Full-time,8,None,Dropped,18,74.42,15
4708,3.99,76,6,9,Moderate,Master,Cybersecurity,Online,0.46,Design,Full-time,3,Basic,Dropped,11,83.76,5
4709,3.0,73,4,15,Hard,Bachelor,Healthcare Informatics,Online,0.18,Design,Part-time,5,Intermediate,Completed,15,54.97,5
4710,2.42,79,5,24,Easy,Bachelor,Healthcare Informatics,Online,0.35,Design,Full-time,3,Basic,Completed,5,61.49,7
4711,3.19,96,3,6,Easy,Master,Healthcare Informatics,Online,0.46,Business,Part-time,8,None,Dropped,14,81.13,5
4712,3.25,90,4,7,Easy,Diploma,UI/UX Design,Online,0.06,CS,Part-time,7,None,Ongoing,15,52.07,16
4713,3.34,65,6,5,Moderate,Diploma,Healthcare Informatics,Hybrid,0.3,Business,Full-time,3,Intermediate,Ongoing,17,88.48,7
4714,2.35,71,6,10,Moderate,Diploma,Cybersecurity,Online,0.45,Business,Part-time,1,Intermediate,Dropped,17,77.34,21
4715,3.8,85,4,19,Easy,Diploma,Software Engineering,Hybrid,0.47,Business,Part-time,6,None,Completed,12,91.97,5
4716,3.24,86,6,23,Moderate,Diploma,Finance,In-person,0.21,Business,Part-time,7,Intermediate,Dropped,13,68.4,17
4717,2.09,74,3,16,Easy,Master,Finance,Online,0.2,Design,Full-time,2,None,Dropped,15,83.59,13
4718,3.37,70,3,5,Hard,Master,Cybersecurity,Hybrid,0.48,Finance,Full-time,2,Advanced,Dropped,17,71.8,12
4719,2.39,85,5,23,Moderate,Bachelor,UI/UX Design,Hybrid,0.37,Design,Part-time,7,None,Ongoing,9,92.47,21
4720,2.05,66,3,14,Moderate,Master,Finance,Online,0.43,Finance,Part-time,4,None,Completed,17,89.59,15
4721,3.1,97,3,10,Easy,Bachelor,Finance,Hybrid,0.39,Business,Part-time,4,Advanced,Ongoing,18,57.5,21
4722,3.63,83,5,7,Hard,Master,UI/UX Design,In-person,0.33,Design,Full-time,7,None,Completed,7,62.22,8
4723,3.72,86,5,13,Easy,Bachelor,AI & Robotics,In-person,0.2,Design,Part-time,8,Basic,Ongoing,18,59.43,22
4724,2.21,82,6,9,Hard,Bachelor,Cybersecurity,Hybrid,0.2,Design,Part-time,7,Advanced,Dropped,9,69.02,8
4725,3.33,62,4,17,Moderate,Bachelor,UI/UX Design,In-person,0.34,Finance,Full-time,3,Advanced,Ongoing,19,52.86,23
4726,3.42,77,6,16,Moderate,Bachelor,Finance,In-person,0.42,Design,Full-time,8,Advanced,Dropped,17,53.05,8
4727,2.59,71,3,16,Hard,Diploma,Cybersecurity,In-person,0.03,Design,Full-time,9,Intermediate,Dropped,12,79.38,8
4728,3.94,63,4,14,Moderate,Diploma,Cybersecurity,In-person,0.44,Business,Full-time,2,Intermediate,Dropped,11,66.62,18
4729,2.56,77,3,10,Easy,Master,Healthcare Informatics,Online,0.27,Finance,Full-time,6,Basic,Dropped,12,89.48,23
4730,2.14,80,3,20,Moderate,Bachelor,AI & Robotics,Hybrid,0.27,Finance,Full-time,4,Advanced,Ongoing,12,75.26,21
4731,3.04,82,3,18,Moderate,Diploma,Healthcare Informatics,Hybrid,0.39,Finance,Full-time,8,Advanced,Ongoing,7,87.61,23
4732,3.39,74,3,22,Easy,Diploma,Healthcare Informatics,Online,0.42,CS,Full-time,6,Advanced,Completed,19,52.29,14
4733,2.49,82,6,14,Hard,Diploma,Cybersecurity,Hybrid,0.11,CS,Full-time,2,Basic,Dropped,18,79.77,8
4734,2.68,84,3,14,Moderate,Bachelor,Healthcare Informatics,Online,0.4,CS,Full-time,5,None,Completed,12,51.58,18
4735,3.13,73,3,18,Easy,Master,UI/UX Design,Online,0.02,CS,Full-time,5,Basic,Dropped,16,89.66,15
4736,3.77,62,5,9,Easy,Diploma,AI & Robotics,Online,0.36,Business,Full-time,7,Advanced,Dropped,16,65.89,10
4737,3.49,82,6,8,Hard,Diploma,Cybersecurity,In-person,0.28,Finance,Part-time,9,Basic,Completed,13,75.72,22
4738,2.42,74,6,15,Easy,Diploma,Finance,Hybrid,0.36,Design,Full-time,5,Intermediate,Completed,14,87.52,12
4739,2.5,96,6,24,Easy,Diploma,UI/UX Design,In-person,0.42,CS,Full-time,8,Advanced,Ongoing,19,83.12,19
4740,3.05,65,3,7,Moderate,Diploma,Cybersecurity,Online,0.48,Design,Part-time,8,Advanced,Dropped,16,83.46,11
4741,3.54,98,6,6,Hard,Bachelor,Software Engineering,In-person,0.23,Finance,Part-time,8,Intermediate,Completed,17,50.4,21
4742,3.24,67,4,16,Easy,Bachelor,Finance,In-person,0.26,CS,Full-time,9,Advanced,Completed,17,76.39,23
4743,3.0,70,3,18,Moderate,Master,Cybersecurity,In-person,0.17,CS,Full-time,2,None,Completed,7,90.58,7
4744,3.19,82,4,19,Hard,Bachelor,Software Engineering,Online,0.14,Finance,Full-time,6,Intermediate,Dropped,17,72.63,8
4745,3.51,76,6,13,Moderate,Diploma,UI/UX Design,Hybrid,0.29,CS,Full-time,4,Advanced,Dropped,12,74.81,15
4746,3.07,87,3,22,Easy,Master,Cybersecurity,Hybrid,0.18,Design,Full-time,4,Intermediate,Completed,16,52.16,7
4747,3.8,82,6,21,Hard,Diploma,Healthcare Informatics,Online,0.21,Finance,Part-time,4,Basic,Ongoing,15,53.23,12
4748,3.89,76,3,16,Easy,Diploma,Software Engineering,Online,0.05,Business,Full-time,8,Intermediate,Completed,15,72.5,14
4749,3.83,64,6,18,Hard,Master,UI/UX Design,In-person,0.05,Business,Full-time,2,Intermediate,Ongoing,13,63.92,20
4750,3.51,69,4,19,Easy,Bachelor,Software Engineering,Hybrid,0.46,Design,Full-time,4,Basic,Ongoing,12,53.5,12
4751,2.49,77,6,22,Moderate,Bachelor,UI/UX Design,Online,0.09,Finance,Full-time,9,Basic,Completed,19,56.02,12
4752,2.77,82,5,9,Easy,Master,AI & Robotics,Online,0.41,CS,Part-time,9,Advanced,Dropped,16,54.12,13
4753,2.56,87,5,16,Hard,Master,UI/UX Design,Online,0.36,Design,Full-time,8,None,Completed,5,77.36,18
4754,3.32,80,3,5,Moderate,Master,AI & Robotics,In-person,0.22,Business,Full-time,4,None,Completed,14,70.63,9
4755,2.65,71,5,10,Hard,Master,Software Engineering,In-person,0.11,Business,Part-time,7,None,Dropped,5,83.72,11
4756,3.51,61,5,9,Easy,Bachelor,UI/UX Design,Hybrid,0.03,Business,Part-time,4,Intermediate,Dropped,5,75.32,9
4757,2.23,98,5,7,Hard,Bachelor,Healthcare Informatics,In-person,0.44,CS,Full-time,3,Basic,Dropped,14,55.66,5
4758,3.55,83,3,24,Easy,Diploma,Healthcare Informatics,Hybrid,0.34,Design,Full-time,1,Basic,Ongoing,14,92.54,8
4759,3.17,68,3,8,Easy,Diploma,UI/UX Design,Online,0.09,Design,Full-time,1,None,Dropped,8,79.07,11
4760,3.67,84,6,19,Hard,Master,Cybersecurity,In-person,0.03,Business,Part-time,8,Intermediate,Dropped,15,71.51,5
4761,2.86,68,3,24,Moderate,Bachelor,Finance,In-person,0.46,CS,Part-time,3,Basic,Completed,15,69.32,14
4762,3.25,83,6,16,Moderate,Master,Finance,In-person,0.14,CS,Part-time,6,Intermediate,Completed,14,85.32,23
4763,3.11,74,4,17,Moderate,Bachelor,UI/UX Design,Online,0.13,Business,Part-time,2,Advanced,Completed,14,52.94,14
4764,3.95,82,6,24,Easy,Master,Finance,Online,0.31,CS,Part-time,4,Intermediate,Completed,7,87.17,13
4765,3.51,77,6,14,Moderate,Master,AI & Robotics,In-person,0.26,Business,Part-time,3,Intermediate,Ongoing,19,77.38,21
4766,3.09,89,4,21,Moderate,Diploma,AI & Robotics,Online,0.13,Business,Full-time,9,Advanced,Dropped,10,54.93,17
4767,2.35,68,3,12,Hard,Diploma,Finance,Online,0.1,Finance,Full-time,7,Basic,Ongoing,14,79.04,6
4768,3.81,87,5,21,Moderate,Diploma,Finance,Online,0.45,Finance,Full-time,5,Intermediate,Dropped,18,90.07,16
4769,2.41,85,4,12,Hard,Bachelor,Healthcare Informatics,Hybrid,0.15,CS,Part-time,3,Intermediate,Completed,9,69.85,15
4770,3.3,70,5,18,Moderate,Master,Cybersecurity,In-person,0.04,Finance,Full-time,6,None,Ongoing,5,84.23,14
4771,3.87,86,5,8,Moderate,Master,AI & Robotics,In-person,0.31,Business,Part-time,1,None,Ongoing,17,84.74,10
4772,2.45,71,3,5,Hard,Bachelor,AI & Robotics,Hybrid,0.43,Finance,Part-time,4,Advanced,Dropped,16,78.56,22
4773,2.45,88,6,18,Moderate,Diploma,AI & Robotics,In-person,0.02,Design,Part-time,5,Intermediate,Dropped,16,77.71,9
4774,3.7,98,6,15,Hard,Diploma,AI & Robotics,Online,0.08,Design,Full-time,1,None,Completed,11,65.11,11
4775,3.66,69,3,20,Hard,Diploma,Software Engineering,Hybrid,0.11,Business,Full-time,4,None,Dropped,16,59.89,23
4776,2.7,97,4,14,Moderate,Bachelor,Finance,In-person,0.35,Design,Part-time,9,Advanced,Ongoing,17,66.18,8
4777,2.53,95,4,15,Moderate,Master,Finance,Online,0.14,Design,Full-time,5,None,Completed,14,77.73,17
4778,2.25,80,5,21,Moderate,Bachelor,Healthcare Informatics,In-person,0.43,CS,Full-time,2,Intermediate,Dropped,12,81.19,19
4779,3.98,65,6,21,Easy,Diploma,Healthcare Informatics,Online,0.12,Business,Full-time,1,Advanced,Completed,10,50.46,7
4780,3.67,80,6,21,Hard,Master,Healthcare Informatics,Online,0.29,CS,Full-time,4,Intermediate,Completed,5,64.1,6
4781,3.8,92,3,12,Hard,Diploma,UI/UX Design,Online,0.03,Finance,Full-time,1,Basic,Ongoing,14,78.06,13
4782,3.03,70,3,19,Hard,Master,Cybersecurity,Online,0.39,CS,Full-time,4,None,Completed,17,74.21,6
4783,2.23,96,3,19,Hard,Master,Software Engineering,Online,0.5,Finance,Part-time,2,None,Ongoing,14,88.67,11
4784,2.11,82,6,7,Hard,Diploma,Software Engineering,In-person,0.34,Business,Full-time,2,Intermediate,Ongoing,8,92.27,24
4785,2.66,89,6,11,Moderate,Diploma,Software Engineering,Online,0.31,CS,Part-time,9,Intermediate,Ongoing,7,81.1,10
4786,3.84,78,6,18,Moderate,Diploma,Software Engineering,Hybrid,0.14,Design,Part-time,5,Advanced,Ongoing,11,82.06,9
4787,3.9,64,6,11,Easy,Diploma,Cybersecurity,Online,0.37,Finance,Part-time,6,Advanced,Dropped,15,65.84,11
4788,3.68,74,3,16,Hard,Bachelor,AI & Robotics,In-person,0.25,CS,Full-time,5,Intermediate,Dropped,16,52.47,20
4789,2.32,85,6,6,Easy,Diploma,Software Engineering,Online,0.1,Finance,Full-time,4,None,Dropped,11,88.33,15
4790,2.84,94,6,9,Easy,Master,Software Engineering,Hybrid,0.36,Design,Part-time,3,Advanced,Dropped,7,55.02,15
4791,2.49,93,6,5,Moderate,Bachelor,AI & Robotics,In-person,0.28,Finance,Full-time,4,Intermediate,Completed,12,54.45,14
4792,2.41,75,6,17,Moderate,Bachelor,Cybersecurity,Hybrid,0.46,Finance,Part-time,3,None,Dropped,17,92.84,21
4793,3.37,75,6,11,Moderate,Bachelor,Software Engineering,In-person,0.23,Design,Part-time,2,Advanced,Ongoing,9,88.02,13
4794,2.97,94,5,23,Moderate,Bachelor,Cybersecurity,Hybrid,0.46,Design,Part-time,4,Intermediate,Dropped,12,67.44,24
4795,2.65,73,4,24,Moderate,Bachelor,UI/UX Design,In-person,0.4,Design,Part-time,7,None,Completed,16,75.54,14
4796,2.2,87,4,6,Moderate,Bachelor,Healthcare Informatics,Hybrid,0.09,Finance,Full-time,1,Intermediate,Dropped,12,69.24,6
4797,3.09,93,4,12,Easy,Master,AI & Robotics,Online,0.29,Finance,Part-time,4,None,Ongoing,8,79.15,11
4798,2.69,76,4,18,Hard,Master,AI & Robotics,In-person,0.37,Finance,Part-time,4,Intermediate,Completed,8,66.1,13
4799,2.78,67,5,7,Hard,Master,Cybersecurity,Hybrid,0.02,Design,Full-time,9,Intermediate,Ongoing,6,65.41,19
4800,2.62,85,5,24,Moderate,Diploma,Healthcare Informatics,In-person,0.06,Business,Full-time,3,Advanced,Dropped,7,71.26,24
4801,2.77,82,4,24,Moderate,Diploma,Healthcare Informatics,In-person,0.45,Business,Full-time,4,Basic,Completed,13,72.76,20
4802,3.11,67,6,6,Easy,Bachelor,Finance,Hybrid,0.21,Business,Part-time,6,Intermediate,Dropped,8,58.13,22
4803,2.03,60,5,22,Moderate,Diploma,Healthcare Informatics,In-person,0.47,CS,Part-time,1,Intermediate,Completed,11,59.7,5
4804,3.7,78,4,17,Easy,Master,Finance,Online,0.14,Finance,Part-time,7,Intermediate,Dropped,19,60.38,6
4805,3.84,63,4,10,Moderate,Bachelor,UI/UX Design,Hybrid,0.32,Finance,Full-time,8,None,Ongoing,14,68.89,9
4806,3.1,86,3,22,Hard,Diploma,Cybersecurity,Hybrid,0.22,Business,Part-time,1,None,Ongoing,12,92.08,20
4807,2.54,72,3,15,Hard,Bachelor,Cybersecurity,In-person,0.46,CS,Full-time,7,None,Ongoing,18,61.5,14
4808,3.98,77,5,20,Easy,Master,AI & Robotics,In-person,0.37,Finance,Full-time,3,Basic,Dropped,13,86.87,8
4809,2.77,64,3,12,Moderate,Bachelor,Healthcare Informatics,In-person,0.21,Finance,Full-time,7,Advanced,Dropped,7,66.16,13
4810,3.39,77,3,14,Moderate,Diploma,Finance,Hybrid,0.38,Business,Part-time,5,None,Dropped,10,68.55,9
4811,3.38,80,5,21,Easy,Master,AI & Robotics,In-person,0.38,Business,Part-time,6,Advanced,Dropped,7,55.6,24
4812,2.87,60,5,15,Moderate,Bachelor,Cybersecurity,Online,0.01,Design,Full-time,4,None,Dropped,14,61.42,14
4813,2.4,80,4,16,Hard,Bachelor,Finance,Hybrid,0.31,Design,Part-time,5,Advanced,Completed,15,75.16,17
4814,3.93,86,4,24,Hard,Bachelor,Healthcare Informatics,Hybrid,0.03,Design,Part-time,9,Advanced,Ongoing,8,73.17,13
4815,2.13,91,5,24,Hard,Master,UI/UX Design,In-person,0.39,Design,Full-time,7,None,Dropped,5,65.49,9
4816,2.97,79,5,6,Easy,Diploma,UI/UX Design,Online,0.01,CS,Part-time,6,Advanced,Dropped,6,75.12,16
4817,2.44,60,4,6,Moderate,Master,Cybersecurity,Online,0.41,Business,Part-time,1,None,Ongoing,18,94.89,12
4818,2.59,79,5,9,Moderate,Bachelor,UI/UX Design,Online,0.34,CS,Part-time,5,Advanced,Completed,14,88.35,24
4819,3.66,89,6,6,Hard,Diploma,Cybersecurity,In-person,0.49,Business,Full-time,1,Basic,Dropped,11,51.98,22
4820,2.73,63,6,5,Easy,Diploma,Finance,In-person,0.07,Finance,Part-time,6,None,Dropped,8,80.05,18
4821,2.17,77,5,19,Easy,Master,Software Engineering,Hybrid,0.23,Business,Part-time,9,None,Completed,19,76.19,6
4822,2.39,66,3,17,Easy,Diploma,Finance,Hybrid,0.21,Finance,Full-time,1,Basic,Ongoing,12,81.76,19
4823,3.72,75,5,9,Hard,Bachelor,UI/UX Design,Hybrid,0.09,Business,Full-time,7,Advanced,Completed,18,52.04,12
4824,3.95,77,6,14,Easy,Diploma,UI/UX Design,In-person,0.2,Design,Part-time,7,None,Completed,7,61.02,19
4825,2.54,92,6,8,Hard,Diploma,Healthcare Informatics,Hybrid,0.11,Business,Part-time,5,Intermediate,Dropped,18,52.67,14
4826,3.35,87,4,7,Moderate,Diploma,Cybersecurity,Hybrid,0.01,Finance,Part-time,9,None,Ongoing,18,80.79,16
4827,2.16,95,5,8,Moderate,Diploma,Finance,Online,0.22,Design,Part-time,3,Advanced,Completed,15,55.21,16
4828,3.45,77,4,24,Moderate,Diploma,UI/UX Design,Online,0.18,Business,Part-time,3,Intermediate,Ongoing,9,94.37,12
4829,2.83,86,3,12,Easy,Bachelor,Software Engineering,In-person,0.26,Business,Part-time,5,Advanced,Dropped,7,85.33,19
4830,3.84,82,3,6,Hard,Bachelor,Healthcare Informatics,Hybrid,0.22,Business,Full-time,8,None,Completed,8,78.25,23
4831,2.62,93,6,13,Hard,Diploma,AI & Robotics,Online,0.46,Finance,Full-time,7,Basic,Dropped,7,59.85,20
4832,3.88,70,5,9,Hard,Diploma,Healthcare Informatics,In-person,0.13,Finance,Part-time,5,Basic,Completed,14,53.77,15
4833,3.01,96,6,19,Easy,Diploma,Cybersecurity,In-person,0.44,CS,Part-time,4,Basic,Ongoing,10,69.86,11
4834,2.7,65,4,7,Hard,Master,UI/UX Design,Online,0.07,Design,Full-time,7,None,Ongoing,6,88.17,23
4835,3.29,81,5,8,Hard,Master,Cybersecurity,In-person,0.23,Finance,Part-time,8,None,Dropped,16,83.13,6
4836,2.5,93,4,16,Moderate,Bachelor,AI & Robotics,In-person,0.04,CS,Full-time,3,None,Completed,18,72.96,23
4837,2.46,92,5,8,Hard,Master,AI & Robotics,In-person,0.32,CS,Part-time,4,Basic,Completed,6,78.71,10
4838,2.39,90,3,9,Moderate,Diploma,Software Engineering,In-person,0.45,CS,Part-time,7,Basic,Ongoing,19,89.08,9
4839,3.92,93,5,15,Hard,Diploma,Healthcare Informatics,Online,0.31,Finance,Full-time,6,Advanced,Completed,9,58.63,13
4840,2.99,70,4,16,Easy,Diploma,Software Engineering,Hybrid,0.34,Design,Full-time,6,None,Ongoing,17,58.51,16
4841,3.5,91,5,20,Easy,Bachelor,UI/UX Design,Hybrid,0.26,Design,Full-time,5,Advanced,Ongoing,19,93.05,17
4842,2.95,69,6,5,Moderate,Bachelor,Finance,In-person,0.22,Design,Full-time,8,Basic,Completed,11,75.16,24
4843,3.18,65,4,21,Hard,Bachelor,AI & Robotics,Online,0.49,Finance,Full-time,3,None,Ongoing,8,94.27,12
4844,3.17,79,5,21,Easy,Diploma,UI/UX Design,In-person,0.49,Business,Full-time,5,None,Dropped,14,80.47,19
4845,3.96,86,5,24,Easy,Master,AI & Robotics,Online,0.33,CS,Part-time,9,None,Completed,6,93.76,6
4846,3.34,72,4,9,Easy,Diploma,Cybersecurity,In-person,0.41,Business,Full-time,7,Advanced,Dropped,7,54.54,15
